,model_class,dataset_index,fix_param,protocol,p1,p2,p3,p4,p5,p6,p7,p8,Gkr,score,well
103,Beattie,1,8,sis,0.0002211318753469615,0.06667371030898049,3.319135954565641e-05,0.05566004578355615,0.08825109170133132,0.009098050315994439,0.004507300821480189,0.030176152087792563,0.1812351643264147,0.03184174848219023,1
104,Beattie,1,8,sis,0.00021614404557379198,0.06403962569656475,3.201488127597976e-05,0.056605407235850023,0.08872789207100422,0.009288139238238742,0.003918493975364995,0.02895681065025627,0.21552614690565972,0.03544830919751559,1
105,Beattie,1,8,sis,0.00021157907863296636,0.06200737845927693,3.101746283722607e-05,0.05742566264737748,0.08913985064594736,0.0094525378141038,0.0033912265864116525,0.027935976850707478,0.2563052273693322,0.03924642831963354,1
106,Beattie,1,8,sis,0.00020756029388941367,0.060462802279136,3.020948179285348e-05,0.05812355275205317,0.08956336416325754,0.00957623288767106,0.0029236456465499333,0.02710482677410658,0.3048,0.042636206888328546,1
107,Beattie,1,8,sis,0.0002040801006252222,0.05926042510782826,2.9572442267144203e-05,0.05870750497945767,0.09002167177077168,0.009655267418242726,0.0025134372551215253,0.026440777411422752,0.3624703286528294,0.04549277867264439,1
108,Beattie,1,8,sis,0.0002011190354963754,0.058297933066083114,2.9063620712409056e-05,0.059195802926329276,0.09048834743703704,0.009693933685803464,0.0021552605383391922,0.025913936211431697,0.43105229381131943,0.04785337345663431,1
109,Beattie,1,8,sis,0.00019855761967525987,0.05751544340490303,2.865444428908876e-05,0.05960365219621245,0.09094106923907898,0.009702491464803962,0.0018440804958801474,0.025495223873755756,0.5126104547386644,0.04979501876427403,1
110,Beattie,1,8,sis,0.0001964365125263079,0.05685230611617136,2.8326216374390264e-05,0.05994382947800666,0.09137563914725783,0.009690709619934207,0.0015748236446283743,0.025161932185974806,0.6096,0.05139385654922466,1
111,Beattie,1,8,sis,0.00023148528748275586,0.07320974977182872,3.544958728615917e-05,0.053577772485632724,0.08609109379782068,0.008794021939512278,0.005816340920434526,0.03299201847774476,0.1294655974387777,0.032317830440659445,1
112,Beattie,1,8,sis,0.00023747997875757482,0.07694942564007196,3.5975438295091166e-05,0.05252979454064034,0.08367115241277898,0.008750716466316175,0.006567494518894225,0.03455152245182558,0.10870874072059561,0.040233734804596195,1
113,Beattie,1,8,sis,0.00024350917307481283,0.08076693457739162,3.563878370229566e-05,0.05163090096439272,0.08019734356756443,0.00881515599710323,0.007362999518217696,0.0361157250321322,0.09127977271835509,0.052674921807888714,1
114,Beattie,1,8,sis,0.0002485373571991789,0.08461489692926272,3.4327768475481714e-05,0.05094055703792023,0.07581138553144665,0.008984662983205592,0.008213853818993122,0.037708629460825774,0.07664514235271616,0.06788773433637742,1
115,Beattie,1,8,sis,0.0002514097310219055,0.0883373750309118,3.203997735718374e-05,0.05050781822359826,0.07075054352597392,0.009242244798314782,0.009141350069003207,0.03939993190875668,0.06435684129488249,0.08466127620233801,1
116,Beattie,1,8,sis,0.0002517595372711116,0.09170186834639604,2.8762877603732602e-05,0.05041038111463191,0.06542218151263575,0.009537454346228241,0.010195890271224209,0.04129401196104716,0.05403868913693675,0.10228685081260215,1
117,Beattie,1,8,sis,0.0002496880293707573,0.09456680920766511,2.444921218313151e-05,0.050792488003988896,0.06015554588678203,0.009850213405770738,0.011445121004542678,0.043449803098098407,0.045374817422412735,0.12035507937942422,1
118,Beattie,1,8,sis,0.00024507115525720306,0.09698796417689191,1.920492574710092e-05,0.05186345648668545,0.05520822122950132,0.010174749319297195,0.012996196235966786,0.04592684943303874,0.0381,0.1386353518815472,1
119,Beattie,1,8,spacefill19,0.00022591423743731007,0.06992341294192783,3.445915154148356e-05,0.05460832367915047,0.08727756511354882,0.008912744288705456,0.005148509451258498,0.03157226225348106,0.1524,0.03001410429730383,1
120,Beattie,1,8,spacefill19,0.00022489903759497778,0.06963443853136013,3.092888312089983e-05,0.05640994814575095,0.09058955644194232,0.008839671508817964,0.004612188998538219,0.0295981698048286,0.1812351643264147,0.03610980271940047,1
121,Beattie,1,8,spacefill19,0.00022443977947444622,0.06966315359184046,2.8108248222428447e-05,0.05795853304664317,0.09272087333680344,0.00887225647513568,0.004027217604726066,0.027978047307664306,0.21552614690565972,0.04672255436047575,1
122,Beattie,1,8,spacefill19,0.00022509446284150127,0.06976374216467808,2.616863886971449e-05,0.059162293284384146,0.09401227112206098,0.00894814508905888,0.0034568802133186057,0.026723902153785308,0.2563052273693322,0.05658403461630579,1
